country,year,currency
"Sweden, 1600 - 2025",2001,10.3425 Kronor
"Sweden, 1600 - 2025",2002,9.7233 Kronor
"Sweden, 1600 - 2025",2003,8.0787 Kronor
"Sweden, 1600 - 2025",2004,7.3480 Kronor
"Sweden, 1600 - 2025",2005,7.4710 Kronor
"Sweden, 1600 - 2025",2006,7.3718 Kronor
"Sweden, 1600 - 2025",2007,6.7550 Kronor
"Sweden, 1600 - 2025",2008,6.5846 Kronor
"Sweden, 1600 - 2025",2009,7.6539 Kronor
"Sweden, 1600 - 2025",2010,7.2053 Kronor
"Sweden, 1600 - 2025",2011,6.4880 Kronor
"Sweden, 1600 - 2025",2012,6.7721 Kronor
"Sweden, 1600 - 2025",2013,6.5124 Kronor
"Sweden, 1600 - 2025",2014,6.8576 Kronor
"Sweden, 1600 - 2025",2015,8.4350 Kronor
"Sweden, 1600 - 2025",2016,8.5620 Kronor
"Sweden, 1600 - 2025",2017,8.5489 Kronor
"Sweden, 1600 - 2025",2018,8.6925 Kronor
"Sweden, 1600 - 2025",2019,9.4600 Kronor
"Sweden, 1600 - 2025",2020,9.2100 Kronor
"Sweden, 1600 - 2025",2021,8.5766 Kronor
"Sweden, 1600 - 2025",2022,10.1143 Kronor
"Sweden, 1600 - 2025",2023,10.6102 Kronor
"Sweden, 1600 - 2025",2024,10.5683 Kronor
,,
"Switzerland, 1600 - 2025",1913,5.1990 Franc
"Switzerland, 1600 - 2025",1914,5.1330 Franc
"Switzerland, 1600 - 2025",1915,5.3274 Franc
"Switzerland, 1600 - 2025",1916,5.2202 Franc
"Switzerland, 1600 - 2025",1917,4.7687 Franc
"Switzerland, 1600 - 2025",1918,4.3793 Franc
"Switzerland, 1600 - 2025",1919,5.2679 Franc
"Switzerland, 1600 - 2025",1920,5.9161 Franc
"Switzerland, 1600 - 2025",1921,5.7624 Franc
"Switzerland, 1600 - 2025",1922,5.2452 Franc
"Switzerland, 1600 - 2025",1923,5.5371 Franc
"Switzerland, 1600 - 2025",1924,5.4876 Franc
"Switzerland, 1600 - 2025",1925,5.1742 Franc
"Switzerland, 1600 - 2025",1926,5.1779 Franc
"Switzerland, 1600 - 2025",1927,5.1916 Franc
"Switzerland, 1600 - 2025",1928,5.1922 Franc
"Switzerland, 1600 - 2025",1929,5.1869 Franc
"Switzerland, 1600 - 2025",1930,5.1594 Franc
"Switzerland, 1600 - 2025",1931,5.1544 Franc
"Switzerland, 1600 - 2025",1932,5.1533 Franc
"Switzerland, 1600 - 2025",1933,4.0265 Franc
"Switzerland, 1600 - 2025",1934,3.0896 Franc
"Switzerland, 1600 - 2025",1935,3.0772 Franc
"Switzerland, 1600 - 2025",1936,3.3125 Franc
"Switzerland, 1600 - 2025",1937,4.3596 Franc
"Switzerland, 1600 - 2025",1938,4.3723 Franc
"Switzerland, 1600 - 2025",1939,4.4396 Franc
"Switzerland, 1600 - 2025",1940,4.4100 Franc
"Switzerland, 1600 - 2025",1941,4.3086 Franc
"Switzerland, 1600 - 2025",1946,4.2803 Franc
"Switzerland, 1600 - 2025",1947,4.2803 Franc
"Switzerland, 1600 - 2025",1948,4.2803 Franc
"Switzerland, 1600 - 2025",1949,4.2893 Franc
"Switzerland, 1600 - 2025",1950,4.3222 Franc
"Switzerland, 1600 - 2025",1951,4.3364 Franc
"Switzerland, 1600 - 2025",1952,4.3201 Franc
"Switzerland, 1600 - 2025",1953,4.2888 Franc
"Switzerland, 1600 - 2025",1954,4.2878 Franc
"Switzerland, 1600 - 2025",1955,4.2862 Franc
"Switzerland, 1600 - 2025",1956,4.2855 Franc
"Switzerland, 1600 - 2025",1957,4.2863 Franc
"Switzerland, 1600 - 2025",1958,4.2867 Franc
"Switzerland, 1600 - 2025",1959,4.3212 Franc
"Switzerland, 1600 - 2025",1960,4.3193 Franc
"Switzerland, 1600 - 2025",1961,4.3195 Franc
"Switzerland, 1600 - 2025",1962,4.3245 Franc
"Switzerland, 1600 - 2025",1963,4.3217 Franc
"Switzerland, 1600 - 2025",1964,4.3193 Franc
"Switzerland, 1600 - 2025",1965,4.3279 Franc
"Switzerland, 1600 - 2025",1966,4.3264 Franc
"Switzerland, 1600 - 2025",1967,4.3282 Franc
"Switzerland, 1600 - 2025",1968,4.3161 Franc
"Switzerland, 1600 - 2025",1969,4.3129 Franc
"Switzerland, 1600 - 2025",1970,4.3105 Franc
"Switzerland, 1600 - 2025",1971,4.1110 Franc
"Switzerland, 1600 - 2025",1972,3.8178 Franc
"Switzerland, 1600 - 2025",1973,3.1546 Franc
"Switzerland, 1600 - 2025",1974,2.9684 Franc
"Switzerland, 1600 - 2025",1975,2.5811 Franc
"Switzerland, 1600 - 2025",1976,2.4992 Franc
"Switzerland, 1600 - 2025",1977,2.3973 Franc
"Switzerland, 1600 - 2025",1978,1.7767 Franc
"Switzerland, 1600 - 2025",1979,1.6643 Franc
"Switzerland, 1600 - 2025",1980,1.6772 Franc
"Switzerland, 1600 - 2025",1981,1.9674 Franc
"Switzerland, 1600 - 2025",1982,2.0327 Franc
"Switzerland, 1600 - 2025",1983,2.1006 Franc
"Switzerland, 1600 - 2025",1984,2.3500 Franc
"Switzerland, 1600 - 2025",1985,2.4551 Franc
"Switzerland, 1600 - 2025",1986,1.7979 Franc
"Switzerland, 1600 - 2025",1987,1.4918 Franc
"Switzerland, 1600 - 2025",1988,1.4643 Franc
"Switzerland, 1600 - 2025",1989,1.6369 Franc
"Switzerland, 1600 - 2025",1990,1.3901 Franc
"Switzerland, 1600 - 2025",1991,1.4356 Franc
"Switzerland, 1600 - 2025",1992,1.4064 Franc
"Switzerland, 1600 - 2025",1993,1.4781 Franc
"Switzerland, 1600 - 2025",1994,1.3667 Franc
"Switzerland, 1600 - 2025",1995,1.1812 Franc
"Switzerland, 1600 - 2025",1996,1.2361 Franc
"Switzerland, 1600 - 2025",1997,1.4514 Franc
"Switzerland, 1600 - 2025",1998,1.4506 Franc
"Switzerland, 1600 - 2025",1999,1.5045 Franc
"Switzerland, 1600 - 2025",2000,1.6904 Franc
"Switzerland, 1600 - 2025",2001,1.6891 Franc
"Switzerland, 1600 - 2025",2002,1.5567 Franc
"Switzerland, 1600 - 2025",2003,1.3450 Franc
"Switzerland, 1600 - 2025",2004,1.2428 Franc
"Switzerland, 1600 - 2025",2005,1.2459 Franc
"Switzerland, 1600 - 2025",2006,1.2532 Franc
"Switzerland, 1600 - 2025",2007,1.1999 Franc
"Switzerland, 1600 - 2025",2008,1.0816 Franc
"Switzerland, 1600 - 2025",2009,1.0860 Franc
"Switzerland, 1600 - 2025",2010,1.0432 Franc
"Switzerland, 1600 - 2025",2011,0.8860 Franc
"Switzerland, 1600 - 2025",2012,0.9377 Franc
"Switzerland, 1600 - 2025",2013,0.9269 Franc
"Switzerland, 1600 - 2025",2014,0.9147 Franc
"Switzerland, 1600 - 2025",2015,0.9628 Franc
"Switzerland, 1600 - 2025",2016,0.9854 Franc
"Switzerland, 1600 - 2025",2017,0.9847 Franc
"Switzerland, 1600 - 2025",2018,0.9779 Franc
"Switzerland, 1600 - 2025",2019,0.9900 Franc
"Switzerland, 1600 - 2025",2020,0.9400 Franc
"Switzerland, 1600 - 2025",2021,0.9138 Franc
"Switzerland, 1600 - 2025",2022,0.9549 Franc
"Switzerland, 1600 - 2025",2023,0.8988 Franc
"Switzerland, 1600 - 2025",2024,0.8806 Franc
,,
"Taiwan, 1600 - 2025",1984,39.633 Taiwanese Dollar
"Taiwan, 1600 - 2025",1985,39.889 Taiwanese Dollar
"Taiwan, 1600 - 2025",1986,37.839 Taiwanese Dollar
"Taiwan, 1600 - 2025",1987,31.753 Taiwanese Dollar
"Taiwan, 1600 - 2025",1988,28.636 Taiwanese Dollar
"Taiwan, 1600 - 2025",1989,26.407 Taiwanese Dollar
"Taiwan, 1600 - 2025",1990,26.918 Taiwanese Dollar
"Taiwan, 1600 - 2025",1991,26.759 Taiwanese Dollar
"Taiwan, 1600 - 2025",1992,25.160 Taiwanese Dollar
"Taiwan, 1600 - 2025",1993,26.416 Taiwanese Dollar
"Taiwan, 1600 - 2025",1994,26.465 Taiwanese Dollar
"Taiwan, 1600 - 2025",1995,26.495 Taiwanese Dollar
"Taiwan, 1600 - 2025",1996,27.468 Taiwanese Dollar
"Taiwan, 1600 - 2025",1997,28.775 Taiwanese Dollar
"Taiwan, 1600 - 2025",1998,33.547 Taiwanese Dollar
"Taiwan, 1600 - 2025",1999,32.322 Taiwanese Dollar
"Taiwan, 1600 - 2025",2000,31.260 Taiwanese Dollar
"Taiwan, 1600 - 2025",2001,33.824 Taiwanese Dollar
"Taiwan, 1600 - 2025",2002,34.536 Taiwanese Dollar
"Taiwan, 1600 - 2025",2003,34.405 Taiwanese Dollar
"Taiwan, 1600 - 2025",2004,33.372 Taiwanese Dollar
"Taiwan, 1600 - 2025",2005,32.131 Taiwanese Dollar
"Taiwan, 1600 - 2025",2006,32.506 Taiwanese Dollar
"Taiwan, 1600 - 2025",2007,32.852 Taiwanese Dollar
"Taiwan, 1600 - 2025",2008,31.521 Taiwanese Dollar
"Taiwan, 1600 - 2025",2009,33.020 Taiwanese Dollar
"Taiwan, 1600 - 2025",2010,31.498 Taiwanese Dollar
"Taiwan, 1600 - 2025",2011,29.382 Taiwanese Dollar
"Taiwan, 1600 - 2025",2012,29.558 Taiwanese Dollar
"Taiwan, 1600 - 2025",2013,29.680 Taiwanese Dollar
"Taiwan, 1600 - 2025",2014,30.299 Taiwanese Dollar
"Taiwan, 1600 - 2025",2015,31.744 Taiwanese Dollar
"Taiwan, 1600 - 2025",2016,32.258 Taiwanese Dollar
"Taiwan, 1600 - 2025",2017,30.406 Taiwanese Dollar
"Taiwan, 1600 - 2025",2018,30.129 Taiwanese Dollar
"Taiwan, 1600 - 2025",2019,30.930 Taiwanese Dollar
"Taiwan, 1600 - 2025",2020,29.580 Taiwanese Dollar
"Taiwan, 1600 - 2025",2021,27.932 Taiwanese Dollar
"Taiwan, 1600 - 2025",2022,29.796 Taiwanese Dollar
"Taiwan, 1600 - 2025",2023,31.152 Taiwanese Dollar
"Taiwan, 1600 - 2025",2024,32.106 Taiwanese Dollar
,,
"Thailand, 1600 - 2025",1981,21.731 Baht
"Thailand, 1600 - 2025",1982,23.014 Baht
"Thailand, 1600 - 2025",1983,22.991 Baht
"Thailand, 1600 - 2025",1984,23.582 Baht
"Thailand, 1600 - 2025",1985,27.193 Baht
"Thailand, 1600 - 2025",1986,26.315 Baht
"Thailand, 1600 - 2025",1987,25.775 Baht
"Thailand, 1600 - 2025",1988,25.312 Baht
"Thailand, 1600 - 2025",1989,25.725 Baht
"Thailand, 1600 - 2025",1990,25.609 Baht
"Thailand, 1600 - 2025",1991,25.528 Baht
"Thailand, 1600 - 2025",1992,25.411 Baht
"Thailand, 1600 - 2025",1993,25.333 Baht
"Thailand, 1600 - 2025",1994,25.161 Baht
"Thailand, 1600 - 2025",1995,24.921 Baht
"Thailand, 1600 - 2025",1996,25.359 Baht
"Thailand, 1600 - 2025",1997,31.072 Baht
"Thailand, 1600 - 2025",1998,41.262 Baht
"Thailand, 1600 - 2025",1999,37.887 Baht
"Thailand, 1600 - 2025",2000,40.210 Baht
"Thailand, 1600 - 2025",2001,44.532 Baht
"Thailand, 1600 - 2025",2002,43.019 Baht
"Thailand, 1600 - 2025",2003,41.556 Baht
"Thailand, 1600 - 2025",2004,40.271 Baht
"Thailand, 1600 - 2025",2005,40.252 Baht
"Thailand, 1600 - 2025",2006,37.876 Baht
"Thailand, 1600 - 2025",2007,32.203 Baht
"Thailand, 1600 - 2025",2008,32.962 Baht
"Thailand, 1600 - 2025",2009,34.310 Baht
"Thailand, 1600 - 2025",2010,31.700 Baht
"Thailand, 1600 - 2025",2011,30.462 Baht
"Thailand, 1600 - 2025",2012,31.055 Baht
"Thailand, 1600 - 2025",2013,30.696 Baht
"Thailand, 1600 - 2025",2014,32.461 Baht
"Thailand, 1600 - 2025",2015,34.241 Baht
"Thailand, 1600 - 2025",2016,35.296 Baht
"Thailand, 1600 - 2025",2017,33.940 Baht
"Thailand, 1600 - 2025",2018,32.310 Baht
"Thailand, 1600 - 2025",2019,31.050 Baht
"Thailand, 1600 - 2025",2020,31.290 Baht
"Thailand, 1600 - 2025",2021,31.977 Baht
"Thailand, 1600 - 2025",2022,35.061 Baht
"Thailand, 1600 - 2025",2023,34.802 Baht
"Thailand, 1600 - 2025",2024,35.285 Baht
,,
"United Kingdom, 1600 - 2025",1791,0.2195 British Pound
"United Kingdom, 1600 - 2025",1792,0.2239 British Pound
"United Kingdom, 1600 - 2025",1793,0.2218 British Pound
"United Kingdom, 1600 - 2025",1794,0.2106 British Pound
"United Kingdom, 1600 - 2025",1795,0.2209 British Pound
"United Kingdom, 1600 - 2025",1796,0.2333 British Pound
"United Kingdom, 1600 - 2025",1797,0.2254 British Pound
"United Kingdom, 1600 - 2025",1798,0.2279 British Pound
"United Kingdom, 1600 - 2025",1799,0.2420 British Pound
"United Kingdom, 1600 - 2025",1800,0.2199 British Pound
"United Kingdom, 1600 - 2025",1801,0.2283 British Pound
"United Kingdom, 1600 - 2025",1802,0.2230 British Pound
"United Kingdom, 1600 - 2025",1803,0.2202 British Pound
"United Kingdom, 1600 - 2025",1804,0.2197 British Pound
"United Kingdom, 1600 - 2025",1805,0.2300 British Pound
"United Kingdom, 1600 - 2025",1806,0.2256 British Pound
"United Kingdom, 1600 - 2025",1807,0.2260 British Pound
"United Kingdom, 1600 - 2025",1808,0.2162 British Pound
"United Kingdom, 1600 - 2025",1809,0.2186 British Pound
"United Kingdom, 1600 - 2025",1810,0.2326 British Pound
"United Kingdom, 1600 - 2025",1811,0.2620 British Pound
"United Kingdom, 1600 - 2025",1812,0.2765 British Pound
"United Kingdom, 1600 - 2025",1813,0.2667 British Pound
"United Kingdom, 1600 - 2025",1814,0.2358 British Pound
"United Kingdom, 1600 - 2025",1815,0.2039 British Pound
"United Kingdom, 1600 - 2025",1816,0.1914 British Pound
"United Kingdom, 1600 - 2025",1817,0.2173 British Pound
"United Kingdom, 1600 - 2025",1818,0.2222 British Pound
"United Kingdom, 1600 - 2025",1819,0.2216 British Pound
"United Kingdom, 1600 - 2025",1820,0.2211 British Pound
"United Kingdom, 1600 - 2025",1821,0.2074 British Pound
"United Kingdom, 1600 - 2025",1822,0.2009 British Pound
"United Kingdom, 1600 - 2025",1823,0.2083 British Pound
"United Kingdom, 1600 - 2025",1824,0.2055 British Pound
"United Kingdom, 1600 - 2025",1825,0.2070 British Pound
"United Kingdom, 1600 - 2025",1826,0.2033 British Pound
"United Kingdom, 1600 - 2025",1827,0.2026 British Pound
"United Kingdom, 1600 - 2025",1828,0.2029 British Pound
"United Kingdom, 1600 - 2025",1829,0.2057 British Pound
"United Kingdom, 1600 - 2025",1830,0.2100 British Pound
"United Kingdom, 1600 - 2025",1831,0.2058 British Pound
"United Kingdom, 1600 - 2025",1832,0.2058 British Pound
"United Kingdom, 1600 - 2025",1833,0.2089 British Pound
"United Kingdom, 1600 - 2025",1834,0.2156 British Pound
"United Kingdom, 1600 - 2025",1835,0.2062 British Pound
"United Kingdom, 1600 - 2025",1836,0.2076 British Pound
"United Kingdom, 1600 - 2025",1837,0.1961 British Pound
"United Kingdom, 1600 - 2025",1838,0.2047 British Pound
"United Kingdom, 1600 - 2025",1839,0.2006 British Pound
"United Kingdom, 1600 - 2025",1840,0.2000 British Pound
"United Kingdom, 1600 - 2025",1841,0.2004 British Pound
"United Kingdom, 1600 - 2025",1842,0.2085 British Pound
"United Kingdom, 1600 - 2025",1843,0.2089 British Pound
"United Kingdom, 1600 - 2025",1844,0.2058 British Pound
"United Kingdom, 1600 - 2025",1845,0.2053 British Pound
"United Kingdom, 1600 - 2025",1846,0.2076 British Pound
"United Kingdom, 1600 - 2025",1847,0.2086 British Pound
"United Kingdom, 1600 - 2025",1848,0.2054 British Pound
"United Kingdom, 1600 - 2025",1849,0.2077 British Pound
"United Kingdom, 1600 - 2025",1850,0.2053 British Pound
"United Kingdom, 1600 - 2025",1851,0.2035 British Pound
"United Kingdom, 1600 - 2025",1852,0.2040 British Pound
"United Kingdom, 1600 - 2025",1853,0.2046 British Pound
"United Kingdom, 1600 - 2025",1854,0.2048 British Pound
"United Kingdom, 1600 - 2025",1855,0.2047 British Pound
"United Kingdom, 1600 - 2025",1856,0.2037 British Pound
"United Kingdom, 1600 - 2025",1857,0.2045 British Pound
"United Kingdom, 1600 - 2025",1858,0.2058 British Pound
"United Kingdom, 1600 - 2025",1859,0.2041 British Pound
"United Kingdom, 1600 - 2025",1860,0.2062 British Pound
"United Kingdom, 1600 - 2025",1861,0.2095 British Pound
"United Kingdom, 1600 - 2025",1862,0.1799 British Pound
"United Kingdom, 1600 - 2025",1863,0.1413 British Pound
"United Kingdom, 1600 - 2025",1864,0.1003 British Pound
"United Kingdom, 1600 - 2025",1865,0.1300 British Pound
"United Kingdom, 1600 - 2025",1866,0.1454 British Pound
"United Kingdom, 1600 - 2025",1867,0.1481 British Pound
"United Kingdom, 1600 - 2025",1868,0.1465 British Pound
"United Kingdom, 1600 - 2025",1869,0.1542 British Pound
"United Kingdom, 1600 - 2025",1870,0.1790 British Pound
"United Kingdom, 1600 - 2025",1871,0.1832 British Pound
"United Kingdom, 1600 - 2025",1872,0.1837 British Pound
"United Kingdom, 1600 - 2025",1873,0.1803 British Pound
"United Kingdom, 1600 - 2025",1874,0.1845 British Pound
"United Kingdom, 1600 - 2025",1875,0.1789 British Pound
"United Kingdom, 1600 - 2025",1876,0.1844 British Pound
"United Kingdom, 1600 - 2025",1877,0.1970 British Pound
"United Kingdom, 1600 - 2025",1878,0.2045 British Pound
"United Kingdom, 1600 - 2025",1879,0.2060 British Pound
"United Kingdom, 1600 - 2025",1880,0.2064 British Pound
"United Kingdom, 1600 - 2025",1881,0.2070 British Pound
"United Kingdom, 1600 - 2025",1882,0.2053 British Pound
"United Kingdom, 1600 - 2025",1883,0.2062 British Pound
"United Kingdom, 1600 - 2025",1884,0.2060 British Pound
"United Kingdom, 1600 - 2025",1885,0.2059 British Pound
"United Kingdom, 1600 - 2025",1886,0.2057 British Pound
"United Kingdom, 1600 - 2025",1887,0.2061 British Pound
"United Kingdom, 1600 - 2025",1888,0.2053 British Pound
"United Kingdom, 1600 - 2025",1889,0.2054 British Pound
"United Kingdom, 1600 - 2025",1890,0.2057 British Pound
"United Kingdom, 1600 - 2025",1891,0.2057 British Pound
"United Kingdom, 1600 - 2025",1892,0.2052 British Pound
"United Kingdom, 1600 - 2025",1893,0.2056 British Pound
"United Kingdom, 1600 - 2025",1894,0.2050 British Pound
"United Kingdom, 1600 - 2025",1895,0.2046 British Pound
"United Kingdom, 1600 - 2025",1896,0.2053 British Pound
"United Kingdom, 1600 - 2025",1897,0.2056 British Pound
"United Kingdom, 1600 - 2025",1898,0.2063 British Pound
"United Kingdom, 1600 - 2025",1899,0.2056 British Pound
"United Kingdom, 1600 - 2025",1900,0.2056 British Pound
"United Kingdom, 1600 - 2025",1901,0.2052 British Pound
"United Kingdom, 1600 - 2025",1902,0.2053 British Pound
"United Kingdom, 1600 - 2025",1903,0.2056 British Pound
"United Kingdom, 1600 - 2025",1904,0.2054 British Pound
"United Kingdom, 1600 - 2025",1905,0.2056 British Pound
"United Kingdom, 1600 - 2025",1906,0.2061 British Pound
"United Kingdom, 1600 - 2025",1907,0.2058 British Pound
"United Kingdom, 1600 - 2025",1908,0.2055 British Pound
"United Kingdom, 1600 - 2025",1909,0.2052 British Pound
"United Kingdom, 1600 - 2025",1910,0.2056 British Pound
"United Kingdom, 1600 - 2025",1911,0.2057 British Pound
"United Kingdom, 1600 - 2025",1912,0.2055 British Pound
"United Kingdom, 1600 - 2025",1913,0.2054 British Pound
"United Kingdom, 1600 - 2025",1914,0.2028 British Pound
"United Kingdom, 1600 - 2025",1915,0.2102 British Pound
"United Kingdom, 1600 - 2025",1916,0.2098 British Pound
"United Kingdom, 1600 - 2025",1917,0.2099 British Pound
"United Kingdom, 1600 - 2025",1918,0.2099 British Pound
"United Kingdom, 1600 - 2025",1919,0.2259 British Pound
"United Kingdom, 1600 - 2025",1920,0.2729 British Pound
"United Kingdom, 1600 - 2025",1921,0.2598 British Pound
"United Kingdom, 1600 - 2025",1922,0.2258 British Pound
"United Kingdom, 1600 - 2025",1923,0.2186 British Pound
"United Kingdom, 1600 - 2025",1924,0.2264 British Pound
"United Kingdom, 1600 - 2025",1925,0.2071 British Pound
"United Kingdom, 1600 - 2025",1926,0.2058 British Pound
"United Kingdom, 1600 - 2025",1927,0.2057 British Pound
"United Kingdom, 1600 - 2025",1928,0.2055 British Pound
"United Kingdom, 1600 - 2025",1929,0.2059 British Pound
"United Kingdom, 1600 - 2025",1930,0.2057 British Pound
"United Kingdom, 1600 - 2025",1931,0.2205 British Pound
"United Kingdom, 1600 - 2025",1932,0.2852 British Pound
"United Kingdom, 1600 - 2025",1933,0.2360 British Pound
"United Kingdom, 1600 - 2025",1934,0.1985 British Pound
"United Kingdom, 1600 - 2025",1935,0.2040 British Pound
"United Kingdom, 1600 - 2025",1936,0.2012 British Pound
"United Kingdom, 1600 - 2025",1937,0.2023 British Pound
"United Kingdom, 1600 - 2025",1938,0.2045 British Pound
"United Kingdom, 1600 - 2025",1939,0.2255 British Pound
"United Kingdom, 1600 - 2025",1940,0.2611 British Pound
"United Kingdom, 1600 - 2025",1941,0.2480 British Pound
"United Kingdom, 1600 - 2025",1942,0.2478 British Pound
"United Kingdom, 1600 - 2025",1943,0.2478 British Pound
"United Kingdom, 1600 - 2025",1944,0.2478 British Pound
"United Kingdom, 1600 - 2025",1945,0.2481 British Pound
"United Kingdom, 1600 - 2025",1946,0.2480 British Pound
"United Kingdom, 1600 - 2025",1947,0.2482 British Pound
"United Kingdom, 1600 - 2025",1948,0.2481 British Pound
"United Kingdom, 1600 - 2025",1949,0.2712 British Pound
"United Kingdom, 1600 - 2025",1950,0.3570 British Pound
"United Kingdom, 1600 - 2025",1951,0.3571 British Pound
"United Kingdom, 1600 - 2025",1952,0.3580 British Pound
"United Kingdom, 1600 - 2025",1953,0.3555 British Pound
"United Kingdom, 1600 - 2025",1954,0.3560 British Pound
"United Kingdom, 1600 - 2025",1955,0.3583 British Pound
"United Kingdom, 1600 - 2025",1956,0.3577 British Pound
"United Kingdom, 1600 - 2025",1957,0.3580 British Pound
"United Kingdom, 1600 - 2025",1958,0.3559 British Pound
"United Kingdom, 1600 - 2025",1959,0.3560 British Pound
"United Kingdom, 1600 - 2025",1960,0.3561 British Pound
"United Kingdom, 1600 - 2025",1961,0.3569 British Pound
"United Kingdom, 1600 - 2025",1962,0.3561 British Pound
"United Kingdom, 1600 - 2025",1963,0.3571 British Pound
"United Kingdom, 1600 - 2025",1964,0.3582 British Pound
"United Kingdom, 1600 - 2025",1965,0.3577 British Pound
"United Kingdom, 1600 - 2025",1966,0.3580 British Pound
"United Kingdom, 1600 - 2025",1967,0.3636 British Pound
"United Kingdom, 1600 - 2025",1968,0.4177 British Pound
"United Kingdom, 1600 - 2025",1969,0.4184 British Pound
"United Kingdom, 1600 - 2025",1970,0.4174 British Pound
"United Kingdom, 1600 - 2025",1971,0.4092 British Pound
"United Kingdom, 1600 - 2025",1972,0.3998 British Pound
"United Kingdom, 1600 - 2025",1973,0.4080 British Pound
"United Kingdom, 1600 - 2025",1974,0.4274 British Pound
"United Kingdom, 1600 - 2025",1975,0.4500 British Pound
"United Kingdom, 1600 - 2025",1976,0.5540 British Pound
"United Kingdom, 1600 - 2025",1977,0.5731 British Pound
"United Kingdom, 1600 - 2025",1978,0.5214 British Pound
"United Kingdom, 1600 - 2025",1979,0.4713 British Pound
"United Kingdom, 1600 - 2025",1980,0.4299 British Pound
"United Kingdom, 1600 - 2025",1981,0.4941 British Pound
"United Kingdom, 1600 - 2025",1982,0.5721 British Pound
"United Kingdom, 1600 - 2025",1983,0.6596 British Pound
"United Kingdom, 1600 - 2025",1984,0.7479 British Pound
"United Kingdom, 1600 - 2025",1985,0.7710 British Pound
"United Kingdom, 1600 - 2025",1986,0.6812 British Pound
"United Kingdom, 1600 - 2025",1987,0.6098 British Pound
"United Kingdom, 1600 - 2025",1988,0.5615 British Pound
"United Kingdom, 1600 - 2025",1989,0.6105 British Pound
"United Kingdom, 1600 - 2025",1990,0.5605 British Pound
"United Kingdom, 1600 - 2025",1991,0.5659 British Pound
"United Kingdom, 1600 - 2025",1992,0.5663 British Pound
"United Kingdom, 1600 - 2025",1993,0.6658 British Pound
"United Kingdom, 1600 - 2025",1994,0.6527 British Pound
"United Kingdom, 1600 - 2025",1995,0.6333 British Pound
"United Kingdom, 1600 - 2025",1996,0.6406 British Pound
"United Kingdom, 1600 - 2025",1997,0.6105 British Pound
"United Kingdom, 1600 - 2025",1998,0.6035 British Pound
"United Kingdom, 1600 - 2025",1999,0.6184 British Pound
"United Kingdom, 1600 - 2025",2000,0.6598 British Pound
"United Kingdom, 1600 - 2025",2001,0.6946 British Pound
"United Kingdom, 1600 - 2025",2002,0.6656 British Pound
"United Kingdom, 1600 - 2025",2003,0.6117 British Pound
"United Kingdom, 1600 - 2025",2004,0.5456 British Pound
"United Kingdom, 1600 - 2025",2005,0.5493 British Pound
"United Kingdom, 1600 - 2025",2006,0.5425 British Pound
"United Kingdom, 1600 - 2025",2007,0.4995 British Pound
"United Kingdom, 1600 - 2025",2008,0.5392 British Pound
"United Kingdom, 1600 - 2025",2009,0.6385 British Pound
"United Kingdom, 1600 - 2025",2010,0.6472 British Pound
"United Kingdom, 1600 - 2025",2011,0.6233 British Pound
"United Kingdom, 1600 - 2025",2012,0.6307 British Pound
"United Kingdom, 1600 - 2025",2013,0.6393 British Pound
"United Kingdom, 1600 - 2025",2014,0.6066 British Pound
"United Kingdom, 1600 - 2025",2015,0.6542 British Pound
"United Kingdom, 1600 - 2025",2016,0.7406 British Pound
"United Kingdom, 1600 - 2025",2017,0.7770 British Pound
"United Kingdom, 1600 - 2025",2018,0.7496 British Pound
"United Kingdom, 1600 - 2025",2019,0.7800 British Pound
"United Kingdom, 1600 - 2025",2020,0.7800 British Pound
"United Kingdom, 1600 - 2025",2021,0.7300 British Pounds
"United Kingdom, 1600 - 2025",2021,0.7300 British Pounds
"United Kingdom, 1600 - 2025",2022,0.8113 British Pounds
"United Kingdom, 1600 - 2025",2023,0.8045 British Pounds
"United Kingdom, 1600 - 2025",2024,0.7824 British Pounds
,,
"Venezuela, 1600 - 2025",1948,3.750 Bolivars
"Venezuela, 1600 - 2025",1949,3.354 Bolivars
"Venezuela, 1600 - 2025",1950,3.754 Bolivars
"Venezuela, 1600 - 2025",1951,3.341 Bolivars
"Venezuela, 1600 - 2025",1952,3.301 Bolivars
"Venezuela, 1600 - 2025",1953,3.204 Bolivars
"Venezuela, 1600 - 2025",1954,3.668 Bolivars
"Venezuela, 1600 - 2025",1955,3.227 Bolivars
"Venezuela, 1600 - 2025",1956,3.241 Bolivars
"Venezuela, 1600 - 2025",1957,3.350 Bolivars
"Venezuela, 1600 - 2025",1958,3.350 Bolivars
"Venezuela, 1600 - 2025",1959,3.350 Bolivars
"Venezuela, 1600 - 2025",1960,3.350 Bolivars
"Venezuela, 1600 - 2025",1961,3.350 Bolivars
"Venezuela, 1600 - 2025",1962,3.350 Bolivars
"Venezuela, 1600 - 2025",1963,3.350 Bolivars
"Venezuela, 1600 - 2025",1964,4.399 Bolivars
"Venezuela, 1600 - 2025",1965,4.450 Bolivars
"Venezuela, 1600 - 2025",1966,4.450 Bolivars
"Venezuela, 1600 - 2025",1967,4.450 Bolivars
"Venezuela, 1600 - 2025",1968,4.450 Bolivars
"Venezuela, 1600 - 2025",1969,4.450 Bolivars
"Venezuela, 1600 - 2025",1970,4.450 Bolivars
