country,year,currency
"Ireland, 1600 - 2025",1957,0.3580 Irish Pounds
"Ireland, 1600 - 2025",1958,0.3559 Irish Pounds
"Ireland, 1600 - 2025",1959,0.3560 Irish Pounds
"Ireland, 1600 - 2025",1960,0.3562 Irish Pounds
"Ireland, 1600 - 2025",1961,0.3569 Irish Pounds
"Ireland, 1600 - 2025",1962,0.3562 Irish Pounds
"Ireland, 1600 - 2025",1963,0.3571 Irish Pounds
"Ireland, 1600 - 2025",1964,0.3582 Irish Pounds
"Ireland, 1600 - 2025",1965,0.3577 Irish Pounds
"Ireland, 1600 - 2025",1966,0.3580 Irish Pounds
"Ireland, 1600 - 2025",1967,0.3636 Irish Pounds
"Ireland, 1600 - 2025",1968,0.4178 Irish Pounds
"Ireland, 1600 - 2025",1969,0.4184 Irish Pounds
"Ireland, 1600 - 2025",1970,0.4174 Irish Pounds
"Ireland, 1600 - 2025",1971,0.4091 Irish Pounds
"Ireland, 1600 - 2025",1972,0.3999 Irish Pounds
"Ireland, 1600 - 2025",1973,0.4080 Irish Pounds
"Ireland, 1600 - 2025",1974,0.4273 Irish Pounds
"Ireland, 1600 - 2025",1975,0.4501 Irish Pounds
"Ireland, 1600 - 2025",1976,0.5541 Irish Pounds
"Ireland, 1600 - 2025",1977,0.5731 Irish Pounds
"Ireland, 1600 - 2025",1978,0.5213 Irish Pounds
"Ireland, 1600 - 2025",1979,0.4886 Irish Pounds
"Ireland, 1600 - 2025",1980,0.4860 Irish Pounds
"Ireland, 1600 - 2025",1981,0.6199 Irish Pounds
"Ireland, 1600 - 2025",1982,0.7040 Irish Pounds
"Ireland, 1600 - 2025",1983,0.8012 Irish Pounds
"Ireland, 1600 - 2025",1984,0.9205 Irish Pounds
"Ireland, 1600 - 2025",1985,0.9379 Irish Pounds
"Ireland, 1600 - 2025",1986,0.7455 Irish Pounds
"Ireland, 1600 - 2025",1987,0.6721 Irish Pounds
"Ireland, 1600 - 2025",1988,0.6558 Irish Pounds
"Ireland, 1600 - 2025",1989,0.7052 Irish Pounds
"Ireland, 1600 - 2025",1990,0.6033 Irish Pounds
"Ireland, 1600 - 2025",1991,0.6196 Irish Pounds
"Ireland, 1600 - 2025",1992,0.5868 Irish Pounds
"Ireland, 1600 - 2025",1993,0.6827 Irish Pounds
"Ireland, 1600 - 2025",1994,0.6680 Irish Pounds
"Ireland, 1600 - 2025",1995,0.6236 Irish Pounds
"Ireland, 1600 - 2025",1996,0.6252 Irish Pounds
"Ireland, 1600 - 2025",1997,0.6595 Irish Pounds
"Ireland, 1600 - 2025",1998,0.7019 Irish Pounds
"Ireland, 1600 - 2025",1999,1.1919 Irish Pounds
,,
"Israel, 1600 - 2025",1948,0.2497 Israeli Pounds
"Israel, 1600 - 2025",1949,0.3596 Israeli Pounds
"Israel, 1600 - 2025",1950,0.3596 Israeli Pounds
"Israel, 1600 - 2025",1951,0.3596 Israeli Pounds
"Israel, 1600 - 2025",1952,0.3596 Israeli Pounds
"Israel, 1600 - 2025",1953,0.9989 Israeli Pounds
"Israel, 1600 - 2025",1954,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1955,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1956,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1957,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1958,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1959,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1960,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1961,1.8000 Israeli Pounds
"Israel, 1600 - 2025",1962,2.9000 Israeli Pounds
"Israel, 1600 - 2025",1963,3.0000 Israeli Pounds
"Israel, 1600 - 2025",1964,3.0000 Israeli Pounds
"Israel, 1600 - 2025",1965,3.0000 Israeli Pounds
"Israel, 1600 - 2025",1966,3.0000 Israeli Pounds
"Israel, 1600 - 2025",1967,3.0833 Israeli Pounds
"Israel, 1600 - 2025",1968,3.5000 Israeli Pounds
"Israel, 1600 - 2025",1969,3.5000 Israeli Pounds
"Israel, 1600 - 2025",1970,3.5000 Israeli Pounds
"Israel, 1600 - 2025",1971,4.2000 Israeli Pounds
"Israel, 1600 - 2025",1972,4.1798 Israeli Pounds
"Israel, 1600 - 2025",1973,4.1947 Israeli Pounds
"Israel, 1600 - 2025",1974,4.4515 Israeli Pounds
"Israel, 1600 - 2025",1975,6.3361 Israeli Pounds
"Israel, 1600 - 2025",1976,7.9256 Israeli Pounds
"Israel, 1600 - 2025",1977,10.4455 Israeli Pounds
"Israel, 1600 - 2025",1978,17.4354 Israeli Pounds
"Israel, 1600 - 2025",1979,25.4064 Israeli Pounds
"Israel, 1600 - 2025",1980,5.1243 Old Sheqalim
"Israel, 1600 - 2025",1981,11.4306 Old Sheqalim
"Israel, 1600 - 2025",1982,24.2670 Old Sheqalim
"Israel, 1600 - 2025",1983,56.2145 Old Sheqalim
"Israel, 1600 - 2025",1984,293.2100 Old Sheqalim
"Israel, 1600 - 2025",1985,1178.8500 Old Sheqalim
"Israel, 1600 - 2025",1986,1.4878 New Shequalim
"Israel, 1600 - 2025",1987,1.5946 New Shequalim
"Israel, 1600 - 2025",1988,1.5989 New Shequalim
"Israel, 1600 - 2025",1989,1.9164 New Shequalim
"Israel, 1600 - 2025",1990,2.0162 New Shequalim
"Israel, 1600 - 2025",1991,2.2791 New Shequalim
"Israel, 1600 - 2025",1992,2.4591 New Shequalim
"Israel, 1600 - 2025",1993,2.8301 New Shequalim
"Israel, 1600 - 2025",1994,3.0111 New Shequalim
"Israel, 1600 - 2025",1995,3.0113 New Shequalim
"Israel, 1600 - 2025",1996,3.1917 New Shequalim
"Israel, 1600 - 2025",1997,3.4494 New Shequalim
"Israel, 1600 - 2025",1998,3.8001 New Shequalim
"Israel, 1600 - 2025",1999,4.1397 New Shequalim
"Israel, 1600 - 2025",2000,4.0773 New Shequalim
"Israel, 1600 - 2025",2001,4.2057 New Shequalim
"Israel, 1600 - 2025",2002,4.7378 New Shequalim
"Israel, 1600 - 2025",2003,4.5541 New Shequalim
"Israel, 1600 - 2025",2004,4.4820 New Shequalim
"Israel, 1600 - 2025",2005,4.4877 New Shequalim
"Israel, 1600 - 2025",2006,4.4558 New Shequalim
"Israel, 1600 - 2025",2007,4.1080 New Shequalim
"Israel, 1600 - 2025",2008,3.5880 New Shequalim
"Israel, 1600 - 2025",2009,3.9323 New Shequalim
"Israel, 1600 - 2025",2010,3.7390 New Shequalim
"Israel, 1600 - 2025",2011,3.5780 New Shequalim
"Israel, 1600 - 2025",2012,3.8560 New Shequalim
"Israel, 1600 - 2025",2013,3.6110 New Shequalim
"Israel, 1600 - 2025",2014,3.5780 New Shequalim
"Israel, 1600 - 2025",2015,3.8900 New Shequalim
"Israel, 1600 - 2025",2016,3.8406 New Shequalim
"Israel, 1600 - 2025",2017,3.5996 New Shequalim
"Israel, 1600 - 2025",2018,3.5906 New Shequalim
"Israel, 1600 - 2025",2019,3.5600 New Shequalim
"Israel, 1600 - 2025",2020,3.4400 New Shequalim
"Israel, 1600 - 2025",2021,3.2302 New Shequalim
"Israel, 1600 - 2025",2022,3.3598 New Shequalim
"Israel, 1600 - 2025",2023,3.6858 New Shequalim
"Israel, 1600 - 2025",2024,3.7004 New Shequalim
,,
"Italy, 1600 - 2025",1913,5.2640 Lire
"Italy, 1600 - 2025",1914,5.1950 Lire
"Italy, 1600 - 2025",1915,6.0500 Lire
"Italy, 1600 - 2025",1916,6.5500 Lire
"Italy, 1600 - 2025",1917,7.5090 Lire
"Italy, 1600 - 2025",1918,7.8620 Lire
"Italy, 1600 - 2025",1919,8.7960 Lire
"Italy, 1600 - 2025",1920,20.1210 Lire
"Italy, 1600 - 2025",1921,23.2900 Lire
"Italy, 1600 - 2025",1922,21.0270 Lire
"Italy, 1600 - 2025",1923,21.7320 Lire
"Italy, 1600 - 2025",1924,22.9460 Lire
"Italy, 1600 - 2025",1925,25.1410 Lire
"Italy, 1600 - 2025",1926,25.7110 Lire
"Italy, 1600 - 2025",1927,19.3950 Lire
"Italy, 1600 - 2025",1928,19.0220 Lire
"Italy, 1600 - 2025",1929,19.1080 Lire
"Italy, 1600 - 2025",1930,19.0930 Lire
"Italy, 1600 - 2025",1931,19.2070 Lire
"Italy, 1600 - 2025",1932,19.5110 Lire
"Italy, 1600 - 2025",1933,14.9040 Lire
"Italy, 1600 - 2025",1934,11.6800 Lire
"Italy, 1600 - 2025",1935,12.1250 Lire
"Italy, 1600 - 2025",1936,13.7140 Lire
"Italy, 1600 - 2025",1937,19.0090 Lire
"Italy, 1600 - 2025",1938,19.0100 Lire
"Italy, 1600 - 2025",1939,19.2460 Lire
"Italy, 1600 - 2025",1940,19.8390 Lire
"Italy, 1600 - 2025",1941,19.7227 Lire
"Italy, 1600 - 2025",1946,225.5300 Lire
"Italy, 1600 - 2025",1947,269.1790 Lire
"Italy, 1600 - 2025",1948,574.7130 Lire
"Italy, 1600 - 2025",1949,588.5820 Lire
"Italy, 1600 - 2025",1950,624.6100 Lire
"Italy, 1600 - 2025",1951,625.0000 Lire
"Italy, 1600 - 2025",1952,625.0000 Lire
"Italy, 1600 - 2025",1953,625.0000 Lire
"Italy, 1600 - 2025",1954,625.0000 Lire
"Italy, 1600 - 2025",1955,625.0000 Lire
"Italy, 1600 - 2025",1956,625.0000 Lire
"Italy, 1600 - 2025",1957,625.0000 Lire
"Italy, 1600 - 2025",1958,624.6100 Lire
"Italy, 1600 - 2025",1959,621.1180 Lire
"Italy, 1600 - 2025",1960,621.1180 Lire
"Italy, 1600 - 2025",1961,621.1180 Lire
"Italy, 1600 - 2025",1962,620.8480 Lire
"Italy, 1600 - 2025",1963,621.6200 Lire
"Italy, 1600 - 2025",1964,624.4540 Lire
"Italy, 1600 - 2025",1965,624.8440 Lire
"Italy, 1600 - 2025",1966,624.4540 Lire
"Italy, 1600 - 2025",1967,624.1420 Lire
"Italy, 1600 - 2025",1968,623.3640 Lire
"Italy, 1600 - 2025",1969,627.3530 Lire
"Italy, 1600 - 2025",1970,627.1560 Lire
"Italy, 1600 - 2025",1971,618.2760 Lire
"Italy, 1600 - 2025",1972,583.7030 Lire
"Italy, 1600 - 2025",1973,581.6660 Lire
"Italy, 1600 - 2025",1974,650.5330 Lire
"Italy, 1600 - 2025",1975,652.4010 Lire
"Italy, 1600 - 2025",1976,830.2890 Lire
"Italy, 1600 - 2025",1977,882.7680 Lire
"Italy, 1600 - 2025",1978,848.7520 Lire
"Italy, 1600 - 2025",1979,831.1000 Lire
"Italy, 1600 - 2025",1980,856.2000 Lire
"Italy, 1600 - 2025",1981,1138.6000 Lire
"Italy, 1600 - 2025",1982,1354.0000 Lire
"Italy, 1600 - 2025",1983,1519.3000 Lire
"Italy, 1600 - 2025",1984,1756.1000 Lire
"Italy, 1600 - 2025",1985,1908.9000 Lire
"Italy, 1600 - 2025",1986,1491.1600 Lire
"Italy, 1600 - 2025",1987,1297.0300 Lire
"Italy, 1600 - 2025",1988,1302.3900 Lire
"Italy, 1600 - 2025",1989,1372.2800 Lire
"Italy, 1600 - 2025",1990,1198.2700 Lire
"Italy, 1600 - 2025",1991,1241.2800 Lire
"Italy, 1600 - 2025",1992,1232.1700 Lire
"Italy, 1600 - 2025",1993,1573.4100 Lire
"Italy, 1600 - 2025",1994,1611.4900 Lire
"Italy, 1600 - 2025",1995,1629.4500 Lire
"Italy, 1600 - 2025",1996,1542.7600 Lire
"Italy, 1600 - 2025",1997,1703.8100 Lire
"Italy, 1600 - 2025",1998,1736.8500 Lire
"Italy, 1600 - 2025",1999,2062.7100 Lire
,,
"Japan, 1600 - 2025",1916,1.97 Yen
"Japan, 1600 - 2025",1917,1.95 Yen
"Japan, 1600 - 2025",1918,1.89 Yen
"Japan, 1600 - 2025",1919,1.95 Yen
"Japan, 1600 - 2025",1920,1.99 Yen
"Japan, 1600 - 2025",1921,2.07 Yen
"Japan, 1600 - 2025",1922,2.09 Yen
"Japan, 1600 - 2025",1923,2.06 Yen
"Japan, 1600 - 2025",1924,2.43 Yen
"Japan, 1600 - 2025",1925,2.44 Yen
"Japan, 1600 - 2025",1926,2.12 Yen
"Japan, 1600 - 2025",1927,2.11 Yen
"Japan, 1600 - 2025",1928,2.15 Yen
"Japan, 1600 - 2025",1929,2.17 Yen
"Japan, 1600 - 2025",1930,2.02 Yen
"Japan, 1600 - 2025",1931,2.05 Yen
"Japan, 1600 - 2025",1932,3.56 Yen
"Japan, 1600 - 2025",1933,3.90 Yen
"Japan, 1600 - 2025",1934,3.37 Yen
"Japan, 1600 - 2025",1935,3.48 Yen
"Japan, 1600 - 2025",1936,3.45 Yen
"Japan, 1600 - 2025",1937,3.47 Yen
"Japan, 1600 - 2025",1938,3.52 Yen
"Japan, 1600 - 2025",1939,3.85 Yen
"Japan, 1600 - 2025",1940,4.27 Yen
"Japan, 1600 - 2025",1941,4.27 Yen
"Japan, 1600 - 2025",1956,359.84 Yen
"Japan, 1600 - 2025",1957,359.84 Yen
"Japan, 1600 - 2025",1958,359.84 Yen
"Japan, 1600 - 2025",1959,359.97 Yen
"Japan, 1600 - 2025",1960,359.97 Yen
"Japan, 1600 - 2025",1961,361.14 Yen
"Japan, 1600 - 2025",1962,360.86 Yen
"Japan, 1600 - 2025",1963,361.49 Yen
"Japan, 1600 - 2025",1964,361.99 Yen
"Japan, 1600 - 2025",1965,361.51 Yen
"Japan, 1600 - 2025",1966,362.35 Yen
"Japan, 1600 - 2025",1967,362.15 Yen
"Japan, 1600 - 2025",1968,360.56 Yen
"Japan, 1600 - 2025",1969,358.38 Yen
"Japan, 1600 - 2025",1970,358.15 Yen
"Japan, 1600 - 2025",1971,347.48 Yen
"Japan, 1600 - 2025",1972,303.08 Yen
"Japan, 1600 - 2025",1973,270.89 Yen
"Japan, 1600 - 2025",1974,291.53 Yen
"Japan, 1600 - 2025",1975,296.69 Yen
"Japan, 1600 - 2025",1976,296.38 Yen
"Japan, 1600 - 2025",1977,267.80 Yen
"Japan, 1600 - 2025",1978,208.42 Yen
"Japan, 1600 - 2025",1979,219.02 Yen
"Japan, 1600 - 2025",1980,226.63 Yen
"Japan, 1600 - 2025",1981,220.63 Yen
"Japan, 1600 - 2025",1982,249.06 Yen
"Japan, 1600 - 2025",1983,237.55 Yen
"Japan, 1600 - 2025",1984,237.45 Yen
"Japan, 1600 - 2025",1985,238.47 Yen
"Japan, 1600 - 2025",1986,168.35 Yen
"Japan, 1600 - 2025",1987,144.60 Yen
"Japan, 1600 - 2025",1988,128.17 Yen
"Japan, 1600 - 2025",1989,138.07 Yen
"Japan, 1600 - 2025",1990,145.00 Yen
"Japan, 1600 - 2025",1991,134.59 Yen
"Japan, 1600 - 2025",1992,126.78 Yen
"Japan, 1600 - 2025",1993,111.08 Yen
"Japan, 1600 - 2025",1994,102.18 Yen
"Japan, 1600 - 2025",1995,93.96 Yen
"Japan, 1600 - 2025",1996,108.78 Yen
"Japan, 1600 - 2025",1997,121.06 Yen
"Japan, 1600 - 2025",1998,130.99 Yen
"Japan, 1600 - 2025",1999,113.73 Yen
"Japan, 1600 - 2025",2000,107.80 Yen
"Japan, 1600 - 2025",2001,121.57 Yen
"Japan, 1600 - 2025",2002,125.22 Yen
"Japan, 1600 - 2025",2003,115.94 Yen
"Japan, 1600 - 2025",2004,108.15 Yen
"Japan, 1600 - 2025",2005,110.11 Yen
"Japan, 1600 - 2025",2006,116.31 Yen
"Japan, 1600 - 2025",2007,117.76 Yen
"Japan, 1600 - 2025",2008,103.39 Yen
"Japan, 1600 - 2025",2009,93.68 Yen
"Japan, 1600 - 2025",2010,87.78 Yen
"Japan, 1600 - 2025",2011,79.70 Yen
"Japan, 1600 - 2025",2012,79.82 Yen
"Japan, 1600 - 2025",2013,97.60 Yen
"Japan, 1600 - 2025",2014,105.74 Yen
"Japan, 1600 - 2025",2015,121.04 Yen
"Japan, 1600 - 2025",2016,108.79 Yen
"Japan, 1600 - 2025",2017,112.17 Yen
"Japan, 1600 - 2025",2018,110.42 Yen
"Japan, 1600 - 2025",2019,109.01 Yen
"Japan, 1600 - 2025",2020,106.77 Yen
"Japan, 1600 - 2025",2021,109.75 Yen
"Japan, 1600 - 2025",2022,131.50 Yen
"Japan, 1600 - 2025",2023,140.49 Yen
"Japan, 1600 - 2025",2024,151.44 Yen
,,
"Korea, 1600 - 2025",1982,731.93 Won
"Korea, 1600 - 2025",1983,776.04 Won
"Korea, 1600 - 2025",1984,807.91 Won
"Korea, 1600 - 2025",1985,861.89 Won
"Korea, 1600 - 2025",1986,884.63 Won
"Korea, 1600 - 2025",1987,825.94 Won
"Korea, 1600 - 2025",1988,734.52 Won
"Korea, 1600 - 2025",1989,674.29 Won
"Korea, 1600 - 2025",1990,710.64 Won
"Korea, 1600 - 2025",1991,736.73 Won
"Korea, 1600 - 2025",1992,784.66 Won
"Korea, 1600 - 2025",1993,805.75 Won
"Korea, 1600 - 2025",1994,806.93 Won
"Korea, 1600 - 2025",1995,772.69 Won
"Korea, 1600 - 2025",1996,805.00 Won
"Korea, 1600 - 2025",1997,947.65 Won
"Korea, 1600 - 2025",1998,1400.40 Won
"Korea, 1600 - 2025",1999,1189.84 Won
"Korea, 1600 - 2025",2000,1130.90 Won
"Korea, 1600 - 2025",2001,1292.01 Won
"Korea, 1600 - 2025",2002,1250.31 Won
"Korea, 1600 - 2025",2003,1192.08 Won
"Korea, 1600 - 2025",2004,1145.24 Won
"Korea, 1600 - 2025",2005,1023.75 Won
"Korea, 1600 - 2025",2006,954.32 Won
"Korea, 1600 - 2025",2007,928.97 Won
"Korea, 1600 - 2025",2008,1098.71 Won
"Korea, 1600 - 2025",2009,1274.63 Won
"Korea, 1600 - 2025",2010,0.00 Won
"Korea, 1600 - 2025",2010,1155.74 Won
"Korea, 1600 - 2025",2011,1106.94 Won
"Korea, 1600 - 2025",2012,1126.16 Won
"Korea, 1600 - 2025",2013,1094.67 Won
"Korea, 1600 - 2025",2014,1052.29 Won
"Korea, 1600 - 2025",2015,1131.16 Won
"Korea, 1600 - 2025",2016,1160.43 Won
"Korea, 1600 - 2025",2017,1130.42 Won
"Korea, 1600 - 2025",2018,1100.56 Won
"Korea, 1600 - 2025",2019,1165.36 Won
"Korea, 1600 - 2025",2020,1180.28 Won
"Korea, 1600 - 2025",2021,1143.95 Won
"Korea, 1600 - 2025",2022,1292.03 Won
"Korea, 1600 - 2025",2023,1305.84 Won
"Korea, 1600 - 2025",2024,1363.53 Won
,,
"Malaysia, 1600 - 2025",1921,2.2810 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1922,1.9695 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1923,1.8692 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1924,1.9511 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1925,1.7808 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1926,1.7771 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1927,1.7842 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1928,1.7767 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1929,1.7853 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1930,1.7869 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1931,1.9068 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1932,2.4754 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1933,2.0312 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1934,1.6948 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1935,1.7491 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1936,1.7165 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1937,1.7249 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1938,1.7569 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1939,1.9329 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1940,2.1286 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1941,2.1216 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1942,2.1314 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1949,2.3270 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1950,3.0499 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1951,3.0443 Straits Settlements Dollar
"Malaysia, 1600 - 2025",1952,3.0673 Malayan Dollar
"Malaysia, 1600 - 2025",1953,3.0680 Malayan Dollar
"Malaysia, 1600 - 2025",1954,3.0636 Malayan Dollar
"Malaysia, 1600 - 2025",1955,3.0652 Malayan Dollar
"Malaysia, 1600 - 2025",1956,3.0692 Malayan Dollar
"Malaysia, 1600 - 2025",1957,3.0744 Malayan Dollar
"Malaysia, 1600 - 2025",1958,3.0518 Malayan Dollar
"Malaysia, 1600 - 2025",1959,3.0435 Malayan Dollar
"Malaysia, 1600 - 2025",1960,3.0472 Malayan Dollar
"Malaysia, 1600 - 2025",1961,3.0619 Malayan Dollar
"Malaysia, 1600 - 2025",1962,3.0528 Malayan Dollar
"Malaysia, 1600 - 2025",1963,3.0615 Malayan Dollar
"Malaysia, 1600 - 2025",1964,3.0707 Malayan Dollar
"Malaysia, 1600 - 2025",1965,3.0666 Malayan Dollar
"Malaysia, 1600 - 2025",1966,3.0733 Malayan Dollar
"Malaysia, 1600 - 2025",1967,3.0751 Malaysian Dollar
"Malaysia, 1600 - 2025",1968,3.0683 Malaysian Dollar
"Malaysia, 1600 - 2025",1969,3.0653 Malaysian Dollar
"Malaysia, 1600 - 2025",1970,3.0868 Malaysian Dollar
"Malaysia, 1600 - 2025",1971,3.0313 Malaysian Dollar
"Malaysia, 1600 - 2025",1972,2.8082 Malaysian Dollar
"Malaysia, 1600 - 2025",1973,2.4397 Malaysian Dollar
"Malaysia, 1600 - 2025",1974,2.3991 Malaysian Dollar
"Malaysia, 1600 - 2025",1975,2.3950 Malaysian Dollar
"Malaysia, 1600 - 2025",1976,2.5419 Ringgit
"Malaysia, 1600 - 2025",1977,2.4618 Ringgit
"Malaysia, 1600 - 2025",1978,2.3143 Ringgit
"Malaysia, 1600 - 2025",1979,2.1721 Ringgit
"Malaysia, 1600 - 2025",1980,2.1767 Ringgit
"Malaysia, 1600 - 2025",1981,2.3048 Ringgit
"Malaysia, 1600 - 2025",1982,2.3395 Ringgit
"Malaysia, 1600 - 2025",1983,2.3204 Ringgit
"Malaysia, 1600 - 2025",1984,2.3448 Ringgit
"Malaysia, 1600 - 2025",1985,2.4806 Ringgit
"Malaysia, 1600 - 2025",1986,2.5831 Ringgit
"Malaysia, 1600 - 2025",1987,2.5186 Ringgit
"Malaysia, 1600 - 2025",1988,2.6190 Ringgit
"Malaysia, 1600 - 2025",1989,2.7079 Ringgit
"Malaysia, 1600 - 2025",1990,2.7057 Ringgit
"Malaysia, 1600 - 2025",1991,2.7503 Ringgit
"Malaysia, 1600 - 2025",1992,2.5463 Ringgit
"Malaysia, 1600 - 2025",1993,2.5738 Ringgit
"Malaysia, 1600 - 2025",1994,2.6237 Ringgit
"Malaysia, 1600 - 2025",1995,2.5073 Ringgit
"Malaysia, 1600 - 2025",1996,2.5154 Ringgit
"Malaysia, 1600 - 2025",1997,2.8173 Ringgit
"Malaysia, 1600 - 2025",1998,3.9254 Ringgit
"Malaysia, 1600 - 2025",1999,3.8000 Ringgit
"Malaysia, 1600 - 2025",2000,3.8000 Ringgit
"Malaysia, 1600 - 2025",2001,3.8000 Ringgit
"Malaysia, 1600 - 2025",2002,3.8000 Ringgit
"Malaysia, 1600 - 2025",2003,3.8000 Ringgit
"Malaysia, 1600 - 2025",2004,3.8000 Ringgit
"Malaysia, 1600 - 2025",2005,3.7869 Ringgit
"Malaysia, 1600 - 2025",2006,3.6661 Ringgit
"Malaysia, 1600 - 2025",2007,3.4354 Ringgit
"Malaysia, 1600 - 2025",2008,3.3292 Ringgit
"Malaysia, 1600 - 2025",2009,3.5231 Ringgit
"Malaysia, 1600 - 2025",2010,3.2175 Ringgit
"Malaysia, 1600 - 2025",2011,3.0564 Ringgit
"Malaysia, 1600 - 2025",2012,3.0862 Ringgit
"Malaysia, 1600 - 2025",2013,3.1488 Ringgit
"Malaysia, 1600 - 2025",2014,3.2729 Ringgit
"Malaysia, 1600 - 2025",2015,3.9100 Ringgit
"Malaysia, 1600 - 2025",2016,3.2729 Ringgit
"Malaysia, 1600 - 2025",2017,4.3004 Ringgit
"Malaysia, 1600 - 2025",2018,4.0351 Ringgit
"Malaysia, 1600 - 2025",2019,4.1400 Ringgit
"Malaysia, 1600 - 2025",2020,4.2000 Ringgit
"Malaysia, 1600 - 2025",2021,4.1433 Ringgit
"Malaysia, 1600 - 2025",2022,4.4011 Ringgit
"Malaysia, 1600 - 2025",2023,4.5606 Ringgit
,,
"Mexico, 1600 - 2025",1921,2.058 Old Pesos
"Mexico, 1600 - 2025",1922,2.053 Old Pesos
"Mexico, 1600 - 2025",1923,2.060 Old Pesos
"Mexico, 1600 - 2025",1924,2.061 Old Pesos
"Mexico, 1600 - 2025",1925,2.025 Old Pesos
"Mexico, 1600 - 2025",1926,2.070 Old Pesos
"Mexico, 1600 - 2025",1927,2.118 Old Pesos
"Mexico, 1600 - 2025",1928,2.079 Old Pesos
"Mexico, 1600 - 2025",1929,2.075 Old Pesos
"Mexico, 1600 - 2025",1930,2.122 Old Pesos
"Mexico, 1600 - 2025",1931,2.099 Old Pesos
"Mexico, 1600 - 2025",1932,3.140 Old Pesos
"Mexico, 1600 - 2025",1933,3.558 Old Pesos
"Mexico, 1600 - 2025",1934,3.605 Old Pesos
"Mexico, 1600 - 2025",1935,3.600 Old Pesos
"Mexico, 1600 - 2025",1936,3.602 Old Pesos
"Mexico, 1600 - 2025",1937,3.604 Old Pesos
"Mexico, 1600 - 2025",1938,4.520 Old Pesos
"Mexico, 1600 - 2025",1939,5.181 Old Pesos
"Mexico, 1600 - 2025",1940,5.392 Old Pesos
"Mexico, 1600 - 2025",1941,4.869 Old Pesos
"Mexico, 1600 - 2025",1942,4.862 Old Pesos
"Mexico, 1600 - 2025",1943,4.860 Old Pesos
"Mexico, 1600 - 2025",1944,4.859 Old Pesos
"Mexico, 1600 - 2025",1945,4.859 Old Pesos
"Mexico, 1600 - 2025",1946,4.859 Old Pesos
"Mexico, 1600 - 2025",1947,4.860 Old Pesos
"Mexico, 1600 - 2025",1948,5.302 Old Pesos
"Mexico, 1600 - 2025",1949,7.924 Old Pesos
"Mexico, 1600 - 2025",1950,8.643 Old Pesos
"Mexico, 1600 - 2025",1951,8.648 Old Pesos
"Mexico, 1600 - 2025",1952,8.630 Old Pesos
"Mexico, 1600 - 2025",1953,8.615 Old Pesos
"Mexico, 1600 - 2025",1954,11.048 Old Pesos
"Mexico, 1600 - 2025",1955,12.491 Old Pesos
"Mexico, 1600 - 2025",1956,12.491 Old Pesos
"Mexico, 1600 - 2025",1957,12.491 Old Pesos
"Mexico, 1600 - 2025",1958,12.491 Old Pesos
"Mexico, 1600 - 2025",1959,12.491 Old Pesos
"Mexico, 1600 - 2025",1960,12.491 Old Pesos
"Mexico, 1600 - 2025",1961,12.491 Old Pesos
"Mexico, 1600 - 2025",1962,12.491 Old Pesos
"Mexico, 1600 - 2025",1963,12.491 Old Pesos
"Mexico, 1600 - 2025",1964,12.491 Old Pesos
"Mexico, 1600 - 2025",1965,12.491 Old Pesos
"Mexico, 1600 - 2025",1966,12.491 Old Pesos
"Mexico, 1600 - 2025",1967,12.491 Old Pesos
"Mexico, 1600 - 2025",1968,12.491 Old Pesos
"Mexico, 1600 - 2025",1969,12.491 Old Pesos
"Mexico, 1600 - 2025",1970,12.491 Old Pesos
"Mexico, 1600 - 2025",1971,12.491 Old Pesos
"Mexico, 1600 - 2025",1972,12.500 Old Pesos
"Mexico, 1600 - 2025",1973,12.500 Old Pesos
